term	valence	arousal	dominance
big talk	-0.166	0.172	0.200
big tent	0.506	-0.062	0.226
big thing	0.434	-0.032	0.166
big time	0.376	0.134	0.226
big toe	-0.064	-0.076	-0.300
big up	0.370	0.016	0.130
big whoop	-0.080	0.056	-0.032
big word	0.066	0.190	0.266
big year	0.468	-0.032	0.134
bike lane	0.000	0.052	0.100
bike path	0.214	0.000	0.034
bike rack	0.034	-0.050	-0.032
bill as	-0.414	-0.200	-0.084
binge eating	-0.426	0.126	-0.032
binge watching	0.064	0.232	-0.068
biological father	0.258	0.042	0.334
bipolar disorder	-0.766	0.376	-0.334
bird feeder	0.310	-0.354	-0.034
birth certificate	0.366	-0.328	0.276
birth control	0.134	-0.016	-0.094
birth date	0.186	-0.132	0.040
birth name	0.034	0.000	0.112
birth rate	0.290	-0.016	-0.108
birthday cake	0.466	-0.280	0.180
birthday card	0.678	-0.190	0.222
birthday gift	0.734	-0.112	0.466
birthday party	0.634	0.254	0.452
birthday present	0.714	-0.050	0.226
birthday suit	0.124	0.214	0.036
bit off	-0.452	0.000	-0.322
bite at	-0.214	0.162	-0.242
bite into	-0.222	0.018	-0.388
bite me	-0.552	0.388	0.020
bite off	-0.556	0.170	-0.066
bitter end	-0.464	0.000	-0.112
black bean	0.000	-0.230	-0.156
black beans	-0.066	-0.110	-0.118
black bear	-0.300	-0.152	0.040
black belt	0.214	0.264	-0.106
black book	-0.178	-0.140	-0.344
black box	-0.214	0.052	-0.118
black cat	-0.344	-0.142	-0.200
black cherry	0.162	-0.200	0.162
black community	-0.234	0.000	-0.354
black death	-0.758	0.160	-0.428
black diamond	0.104	0.076	0.380
black eye	-0.522	-0.138	-0.434
black flag	-0.448	-0.082	-0.300
black hair	0.314	-0.320	-0.194
black hole	-0.642	0.212	-0.500
black ice	-0.392	-0.050	-0.124
black knight	-0.266	0.104	-0.138
black leather	-0.200	-0.150	-0.032
black light	-0.072	-0.032	-0.310
black magic	-0.438	0.284	0.206
black man	-0.334	0.070	-0.178
black market	-0.452	0.162	-0.276
black ops	-0.434	0.190	-0.032
black out	-0.344	0.118	-0.344
black panther	-0.346	0.172	0.154
black people	-0.334	-0.112	0.102
black pepper	-0.124	-0.124	-0.064
black plague	-0.730	-0.064	-0.452
black power	-0.322	0.280	0.034
black pudding	-0.266	-0.206	-0.276
black sheep	-0.534	-0.014	-0.042
black students	-0.206	-0.012	-0.218
black swan	-0.250	-0.092	0.130
black tea	-0.100	-0.310	-0.162
black tie	0.100	-0.204	-0.112
black widow	-0.678	0.172	-0.434
black women	-0.222	-0.086	0.034
blah blah	-0.682	0.000	-0.500
blame game	-0.620	0.108	-0.178
blank canvas	0.108	-0.126	0.100
blank check	-0.162	-0.162	0.032
blank slate	-0.188	-0.156	-0.364
blank space	-0.138	-0.250	-0.380
blast off	-0.322	0.188	-0.138
bleed out	-0.616	-0.014	-0.452
bleeding heart	-0.656	0.426	-0.380
blend in	-0.226	-0.430	-0.200
bless you	0.656	-0.096	0.194
blind date	-0.310	-0.076	-0.290
blind eye	-0.462	-0.290	-0.408
blind man	-0.346	-0.106	-0.656
blind person	-0.500	0.146	-0.484
blind side	-0.150	-0.090	-0.094
blind spot	-0.928	-0.296	-0.300
block in	-0.608	0.050	0.000
block off	-0.634	-0.028	-0.334
block out	-0.566	0.052	-0.066
block party	0.312	0.138	-0.206
blond hair	0.120	-0.154	-0.166
blood bath	-0.814	0.370	-0.072
blood clot	-0.612	0.196	-0.448
blood clotting	-0.452	0.324	-0.186
blood money	-0.566	0.284	0.000
blood orange	-0.234	0.046	-0.266
blood pressure	-0.740	0.360	-0.206
blood red	-0.288	0.206	-0.290
blood sugar	-0.322	-0.012	-0.260
blood test	-0.286	0.376	0.000
blood transfusion	-0.358	0.196	-0.166
blood type	0.034	-0.014	-0.210
blood vessel	0.034	0.218	0.000
bloody hell	-0.634	0.302	0.074
bloody mary	-0.500	0.196	-0.370
bloody nose	-0.620	0.338	-0.124
bloody well	-0.518	-0.180	0.242
blow away	-0.388	0.120	-0.142
blow dry	-0.500	-0.076	-0.226
blow dryer	-0.134	-0.082	-0.334
blow in	-0.100	-0.036	-0.250
blow it	-0.634	0.032	-0.138
blow me	-0.036	0.078	-0.250
blow off	-0.014	0.030	-0.242
blow out	-0.308	0.298	-0.260
blow over	-0.034	-0.274	-0.108
blow up	-0.518	-0.014	0.034
blue blood	-0.062	-0.106	0.066
blue box	-0.166	0.046	-0.172
blue cheese	0.100	-0.142	-0.034
blue chip	0.066	0.016	0.032
blue chips	0.218	0.054	-0.074
blue collar	-0.032	-0.090	-0.172
blue devils	-0.358	0.096	-0.104
blue dress	0.100	-0.092	-0.142
blue eyes	0.138	-0.222	-0.194
blue jay	0.064	-0.090	0.000
blue jays	0.000	0.030	0.096
blue jeans	0.104	-0.204	-0.034
blue light	-0.104	-0.060	-0.276
blue moon	-0.244	-0.308	0.100
blue ribbon	0.244	-0.180	-0.034
blue sky	0.380	-0.100	0.034
blue spruce	0.118	-0.330	-0.272
blue state	0.000	0.014	0.000
blue suit	-0.034	-0.324	-0.100
blurt out	-0.400	0.032	-0.370
boa constrictor	-0.604	0.568	0.218
board certified	0.344	-0.034	0.520
board game	0.461	0.079	-0.065
board meeting	0.276	0.196	0.370
board member	0.066	-0.054	0.358
boarded up	-0.138	0.084	-0.266
boarding pass	0.200	-0.152	-0.034
boarding school	0.226	0.172	0.000
boat load	-0.166	0.050	-0.108
bode well	0.500	-0.160	-0.100
bodily harm	-0.566	-0.076	-0.166
body armor	-0.066	0.188	0.286
body bag	-0.518	0.068	0.230
body builder	0.038	0.328	0.400
body clock	0.068	-0.098	0.000
body count	-0.276	-0.158	-0.142
body double	0.032	-0.072	0.138
body guard	0.154	0.304	0.580
body hair	-0.226	0.022	-0.172
body image	0.178	-0.142	-0.134
body language	0.066	-0.118	0.258
body part	-0.066	0.118	0.134
body shop	-0.064	-0.152	-0.064
body suit	0.016	-0.166	0.034
body temperature	0.034	-0.050	0.000
body type	-0.246	0.034	-0.276
body weight	-0.200	0.060	0.242
bogged down	-0.600	-0.210	-0.500
boil down	-0.566	0.000	-0.266
boiled egg	0.290	-0.418	-0.290
boiler room	-0.440	0.080	0.200
boiling hot	-0.510	0.354	-0.068
bomb threat	-0.834	0.484	-0.310
bon appetit	0.334	-0.140	0.074
bon voyage	0.072	-0.030	-0.100
bona fide	0.072	-0.156	0.226
bond market	0.024	0.044	0.234
bone marrow	0.000	-0.034	-0.138
bone structure	0.200	0.218	-0.060
boo hoo	-0.414	-0.200	-0.322
boob job	-0.286	0.012	-0.036
book club	0.482	-0.500	-0.096
book fair	0.334	0.016	0.180
book in	0.200	-0.190	0.166
book on	0.200	-0.180	-0.120
book out	-0.400	-0.112	-0.366
book review	0.344	-0.240	-0.164
book signing	0.484	-0.044	0.138
booked up	-0.068	-0.080	0.200
boom box	0.104	0.108	-0.166
booster dose	0.130	0.472	0.310
booster shot	0.200	0.324	0.050
boot camp	-0.286	0.370	0.146
boot up	-0.064	0.366	-0.104
booty call	-0.076	0.186	-0.200
booty shorts	-0.194	0.000	-0.074
border collie	-0.034	0.080	0.138
border crossing	-0.172	0.208	0.000
border on	-0.022	0.016	0.142
border patrol	-0.200	0.216	0.166
born again	0.468	0.100	-0.158
borrowed time	-0.482	-0.046	-0.448
boss about	-0.142	0.088	0.134
bossa nova	0.036	-0.080	0.094
both sides	-0.106	-0.200	-0.206
bother to	-0.100	0.016	-0.380
bother with	-0.414	0.066	-0.242
bottle opener	0.034	0.050	0.000
bottle up	-0.066	-0.258	-0.194
bottled water	0.214	-0.156	0.106
bottom feeder	-0.380	0.040	-0.358
bottom line	-0.134	-0.370	-0.172
bottomless pit	-0.482	-0.016	-0.308
bottoms up	0.068	-0.034	-0.176
bounce around	-0.062	0.430	0.226
bounce back	0.234	0.014	-0.096
bounce off	-0.354	0.030	-0.334
bound for	0.068	-0.174	-0.178
bound to	-0.100	-0.112	-0.358
bounty hunter	-0.406	0.238	0.142
bow down	-0.206	-0.164	-0.462
bow out	-0.408	-0.124	-0.516
bow tie	-0.076	-0.360	-0.096
bow to	-0.094	-0.242	-0.300
bowel movement	-0.038	0.064	-0.226
bowling alley	0.096	-0.112	0.130
bowling ball	0.178	0.000	0.134
bowling green	0.300	0.032	0.100
box in	-0.072	-0.046	0.072
box office	0.266	-0.084	0.064
box score	-0.200	-0.108	0.034
box set	0.096	0.048	0.034
boxed in	-0.214	-0.116	-0.178
boxing gloves	-0.096	0.334	0.034
boxing match	0.124	0.402	0.518
boxing ring	0.100	0.460	0.096
boy band	0.104	0.074	-0.218
boy scout	0.112	0.000	0.066
boy scouts	0.214	0.036	0.172
brace yourself	-0.038	0.134	0.036
brady bunch	0.206	0.096	-0.250
bragging rights	0.200	0.358	0.178
brain cell	-0.138	0.156	0.358
brain damage	-0.906	0.314	-0.584
brain dead	-0.866	-0.158	-1.000
brain drain	-0.346	0.036	-0.276
brain fart	-0.018	-0.096	-0.354
brain injury	-0.834	0.396	-0.484
brain surgery	-0.646	0.308	-0.226
brain teaser	-0.134	0.482	-0.154
brain trust	0.000	0.102	0.076
brain tumor	-0.580	0.124	-0.258
branch out	0.000	0.068	-0.366
brand loyalty	0.420	-0.034	0.408
brand name	0.380	-0.118	0.324
brand new	0.710	0.156	0.540
brass knuckle	-0.188	-0.102	0.036
brass knuckles	-0.462	0.242	0.034
brazilian wax	0.034	0.148	0.000
bread crumbs	-0.104	-0.202	-0.022
bread pudding	0.186	-0.188	-0.134
break away	-0.388	0.196	-0.242
break down	-0.534	0.136	-0.578
break even	-0.276	-0.196	-0.322
break for	-0.296	-0.036	-0.178
break free	0.068	-0.076	0.000
break from	-0.354	0.098	-0.166
break in	-0.482	0.348	-0.104
break into	-0.266	0.000	0.124
break loose	-0.468	0.190	0.036
break off	-0.786	0.042	-0.172
break out	-0.634	0.134	-0.226
break room	-0.186	-0.206	-0.034
break through	-0.032	0.134	-0.134
break time	0.040	-0.192	0.000
break up	-0.232	-0.138	-0.452
break with	-0.566	0.046	-0.296
breakfast food	0.376	-0.116	0.032
breakfast time	0.518	-0.068	0.034
breaking and entering	-0.164	0.458	0.000
breaking news	-0.034	0.492	0.516
breaking point	-0.370	0.266	-0.206
breast cancer	-0.704	0.270	-0.408
breast feeding	0.200	0.016	0.084
breast milk	0.068	-0.084	-0.068
breathe in	0.250	-0.170	0.034
breathe out	-0.108	0.064	-0.384
breathing in	0.326	-0.092	0.206
breathing room	0.300	-0.254	-0.162
breeding ground	-0.344	0.362	0.172
brick in	-0.214	-0.262	-0.068
brick wall	-0.188	-0.098	0.060
bridal shower	0.642	0.034	0.388
bridle path	-0.038	0.016	0.032
brief moment	0.258	-0.014	-0.166
brief period	0.206	-0.104	0.104
brief time	-0.262	-0.304	-0.142
bright blue	0.186	-0.114	0.162
bright future	0.740	0.262	0.646
bright green	0.500	-0.050	-0.066
bright light	0.334	0.206	0.344
bright lights	0.388	0.322	0.334
bright orange	0.414	0.044	-0.034
bright red	0.166	-0.034	-0.134
bright side	0.442	0.000	0.334
bright spot	0.580	0.274	0.104
bright yellow	0.286	-0.184	0.038
brighten up	0.758	0.194	0.424
bring about	-0.034	-0.082	0.414
bring back	0.162	0.076	-0.038
bring down	-0.334	0.164	-0.066
bring forth	0.032	0.050	0.000
bring home	0.354	-0.046	0.130
bring in	0.214	0.078	-0.034
bring on	0.104	0.112	0.344
bring out	0.034	-0.150	0.000
bring over	0.066	-0.014	0.068
bring to	0.156	-0.016	-0.042
bring together	0.534	-0.032	0.186
bring up	0.194	-0.032	0.032
bringing up	0.266	0.234	0.166
broad brush	-0.334	0.030	0.134
broad daylight	0.242	0.248	0.206
broad street	-0.108	-0.124	-0.242
broke out	-0.654	0.164	-0.326
broken dreams	-0.750	-0.096	-0.388
broken heart	-0.758	0.072	-0.666
broken in	-0.428	0.228	-0.276
broken record	-0.500	0.072	-0.536
broken up	-0.536	0.152	-0.380
bronze age	0.034	-0.016	0.066
bronze medal	0.112	0.014	-0.098
brotherly love	0.734	0.124	0.042
brown paper	0.000	-0.174	-0.138
brown rice	-0.134	-0.372	0.000
brown sugar	0.266	-0.292	-0.096
brownie points	0.234	-0.084	0.064
brush off	-0.414	-0.164	-0.434
brush up	-0.384	-0.102	-0.142
brute force	-0.444	0.436	0.072
bubble bath	0.566	-0.140	-0.062
bubble gum	0.000	-0.032	-0.182
bubble tea	0.034	-0.098	0.060
bubble with	0.166	0.092	-0.130
bubble wrap	0.032	-0.164	-0.166
bubonic plague	-0.462	0.296	-0.376
buck up	0.134	0.126	-0.226
bucket list	0.392	0.124	-0.112
buckle down	-0.310	0.016	-0.036
buckle up	-0.062	0.080	-0.210
budget for	0.066	0.000	-0.054
bug out	-0.758	0.184	-0.296
bug spray	-0.334	0.000	-0.130
build around	0.192	0.000	0.242
build bridges	0.516	0.204	0.136
build in	0.104	0.140	0.068
build on	0.464	0.080	0.552
build up	0.226	0.334	0.290
build upon	0.242	-0.124	0.034
building block	0.156	-0.250	0.344
building blocks	0.138	0.200	0.138
building code	0.134	-0.058	0.344
built on	0.066	-0.032	0.084
bulk up	-0.148	0.150	0.038
bull market	0.214	0.262	0.138
bull run	0.032	0.138	0.226
bullet point	-0.156	0.090	0.040
bulletin board	0.090	0.064	0.276
bulletproof vest	-0.134	0.276	0.296
bummed out	-0.364	-0.114	-0.300
bump into	-0.400	0.286	-0.214
bump up	0.258	0.210	0.104
bumper cars	0.074	0.362	0.000
bumper sticker	-0.134	0.150	0.064
bundle up	-0.130	-0.174	0.250
bunk bed	-0.074	-0.182	-0.034
bunny girl	0.104	0.130	-0.276
burger king	0.400	-0.046	0.222
burn bridges	-0.250	0.050	0.162
burn down	-0.690	0.174	-0.376
burn in	-0.434	0.226	-0.032
burn off	-0.600	0.110	-0.194
burn out	-0.646	0.100	-0.130
burn through	-0.400	0.306	-0.194
burn up	-0.250	0.132	-0.300
burned out	-0.734	0.250	-0.500
burnt out	-0.656	-0.158	-0.642
burst in	-0.346	0.106	-0.064
burst into	-0.392	0.226	-0.142
burst out	-0.206	0.380	-0.290
bus driver	0.296	0.174	0.104
bus lane	0.000	0.016	-0.104
bus pass	0.104	-0.140	-0.172
bus route	0.000	-0.130	0.242
bus service	-0.034	0.174	0.034
bus station	0.100	-0.192	0.206
bus stop	-0.134	-0.160	-0.286
bus terminal	0.068	-0.122	-0.334
bush league	-0.138	0.162	-0.228
business analyst	-0.020	0.274	0.406
business card	0.434	-0.122	0.408
business casual	0.226	-0.030	0.300
business center	0.566	0.166	0.366
business class	0.344	-0.100	0.466
business day	0.500	0.254	0.414
business expense	-0.270	0.200	0.308
business hours	0.376	0.000	0.266
business man	0.222	0.250	0.691
business partner	0.566	0.268	0.742
business people	0.206	0.210	0.518
business plan	0.358	0.270	0.242
business school	0.038	-0.084	0.400
bust out	-0.516	0.132	-0.130
busy signal	-0.182	0.156	0.130
busy work	-0.094	0.304	-0.226
but for	-0.244	-0.148	-0.074
but good	0.334	-0.102	0.162
but then	-0.100	-0.044	-0.162
butt in	-0.322	-0.050	-0.134
butt naked	-0.358	0.316	-0.552
butt on	-0.354	-0.074	-0.300
butt out	-0.206	-0.062	-0.428
butter knife	-0.226	0.066	0.000
butter tart	0.300	-0.196	-0.142
butterfly effect	0.448	-0.062	0.276
butternut squash	0.000	-0.228	-0.214
button up	0.000	-0.130	-0.130
buy at	-0.104	0.060	0.032
buy back	-0.200	0.014	-0.104
buy food	0.032	-0.250	-0.134
buy from	0.066	-0.142	-0.148
buy in	0.000	0.016	0.134
buy into	-0.196	-0.122	0.218
buy it	0.428	0.058	-0.072
buy off	-0.250	-0.258	-0.194
buy order	0.068	0.118	-0.100
buy out	-0.290	0.048	-0.242
buy that	0.226	0.016	-0.172
buy time	0.166	-0.146	-0.034
buy up	0.154	0.000	-0.170
buyer beware	-0.242	0.242	-0.104
buying power	0.482	0.210	0.400
buzz cut	-0.226	0.132	-0.206
buzz off	-0.516	0.032	-0.178
by accident	-0.646	0.192	-0.482
by chance	-0.188	0.058	-0.076
by choice	0.362	-0.102	0.156
by committee	-0.072	-0.140	0.366
by contrast	-0.156	0.124	0.036
by design	0.138	-0.214	0.226
by far	0.162	0.116	0.166
by golly	0.032	-0.090	0.062
by hand	0.000	-0.196	0.000
by heart	0.366	0.018	0.034
by herself	0.344	-0.090	-0.172
by himself	-0.162	-0.204	0.076
by itself	-0.064	-0.312	-0.066
by mistake	-0.452	-0.116	-0.690
by myself	0.344	-0.420	-0.104
by nature	0.548	-0.208	0.250
by night	-0.036	-0.162	-0.116
by now	-0.068	-0.238	-0.138
by ourselves	0.194	-0.148	0.112
by themselves	-0.064	-0.066	-0.260
by trade	0.148	-0.118	0.064
by yourself	-0.034	-0.280	0.066
bye week	-0.234	-0.236	-0.434
cab driver	0.068	0.030	0.034
cabin fever	-0.400	-0.082	-0.358
cabinet minister	0.310	0.120	0.616
caesar salad	0.166	-0.174	-0.034
cage in	-0.068	-0.188	-0.172
cage match	-0.290	0.280	0.276
cake walk	0.346	-0.358	-0.108
calculated risk	-0.108	0.074	-0.148
calendar year	0.082	-0.106	0.276
call after	-0.074	0.046	-0.280
call ahead	0.234	0.064	0.218
call at	-0.062	-0.068	-0.242
call away	-0.064	-0.094	0.138
call back	0.068	-0.212	-0.470
call by	0.194	-0.146	0.000
call center	0.100	0.140	0.032
call for	-0.068	0.000	0.112
call in	0.066	-0.204	0.234
call off	-0.344	0.150	-0.258
call on	0.034	0.074	0.000
call option	-0.096	0.022	0.000
call out	-0.690	0.000	-0.218
call time	0.138	-0.046	-0.162
call up	0.166	-0.036	0.076
call upon	-0.072	0.098	-0.258
calling card	-0.068	0.016	0.138
calm down	0.250	-0.470	-0.392
camera lens	0.194	-0.112	0.072
camera person	0.230	-0.016	0.068
camp out	-0.138	0.018	-0.322
campaign manager	0.126	0.336	0.642
campaign trail	-0.108	0.084	0.392
camped out	0.032	-0.046	-0.068
can it	-0.200	-0.152	-0.392
can not	-0.828	-0.430	-0.300
can opener	-0.056	0.014	-0.175
can tell	-0.096	-0.276	0.034
can't help	-0.666	-0.126	-0.406
can't seem	-0.516	-0.148	-0.406
can't stand	-0.518	-0.082	-0.500
can't wait	0.000	0.178	-0.250
cancel out	-0.624	-0.124	-0.434
candy bar	0.290	-0.166	0.038
candy cane	0.600	-0.174	-0.138
candy canes	0.400	-0.268	0.000
candy corn	0.206	-0.254	0.066
candy crush	0.266	0.044	0.000
candy shop	0.500	0.000	0.130
candy store	0.468	-0.028	-0.086
cap off	-0.286	-0.358	-0.134
capable of	0.266	-0.032	0.178
cape cod	0.034	-0.182	-0.032
capital city	0.276	-0.172	0.000
capital gain	0.250	-0.098	0.312
capital gains	0.380	0.270	0.766
capital punishment	-0.444	0.404	0.282
capitalize on	0.452	0.124	0.482
capitol building	0.106	0.124	0.344
capitol hill	-0.096	0.082	0.388
capped off	-0.250	0.020	-0.428
caps lock	-0.250	0.098	0.186
car accident	-1.000	0.880	-0.448
car alarm	-0.142	0.388	-0.036
car battery	-0.066	0.116	0.034
car chase	-0.162	0.362	0.134
car company	0.226	-0.046	0.192
car crash	-0.554	0.406	-0.034
car dealership	0.100	0.062	0.068
car door	-0.100	-0.222	0.096
car insurance	0.242	-0.032	0.068
car keys	-0.066	-0.034	-0.100
car park	0.068	-0.328	-0.032
car parts	-0.162	-0.214	0.034
car rental	-0.218	-0.088	-0.064
car seat	-0.032	-0.232	0.034
car traffic	-0.266	0.000	-0.214
car wash	0.234	-0.200	0.138
car window	0.108	-0.190	-0.100
caramel apple	0.448	-0.154	0.344
carbon capture	-0.034	-0.120	0.334
carbon copy	-0.032	-0.266	0.036
carbon dioxide	-0.276	-0.046	-0.468
carbon emissions	-0.612	0.196	0.200
carbon fiber	-0.142	-0.044	0.200
carbon footprint	-0.032	-0.054	0.242
carbon monoxide	-0.500	-0.048	-0.162
carbon neutral	0.072	-0.096	0.134
carbon tax	-0.142	-0.216	-0.036
card game	0.420	-0.102	0.072
cardboard box	0.066	-0.162	-0.148
cardiac arrest	-0.758	0.412	-0.072
care about	0.434	-0.082	0.116
care for	0.414	-0.470	-0.242
care home	0.130	-0.216	-0.096
care package	0.534	-0.254	0.064
care to	0.428	-0.152	-0.036
care worker	0.234	0.072	0.178
cargo pants	-0.242	-0.132	0.038
cargo ship	-0.178	0.204	0.134
carpal tunnel	-0.206	-0.032	0.062
carpe diem	-0.072	0.466	0.072
carried away	-0.314	0.124	-0.068
carrier pigeon	0.266	0.044	0.130
carrot cake	0.484	-0.116	-0.296
carry around	-0.038	0.082	-0.038
carry on	0.484	0.096	0.138
carry out	-0.194	-0.016	-0.222
carry over	0.214	-0.068	-0.100
carry with	0.032	-0.066	0.310
carrying out	-0.242	-0.124	0.068
carte blanche	0.214	-0.030	-0.214
cartoon character	0.138	0.076	0.062
carve out	0.068	0.106	-0.206
case closed	-0.166	-0.338	-0.392
case law	-0.462	-0.086	0.500
case of	-0.134	-0.264	-0.108
case study	0.000	0.152	0.148
cash back	0.388	-0.030	0.206
cash cow	0.068	-0.208	0.214
cash flow	0.156	0.166	0.166
cash in	0.334	0.000	0.130
cash money	0.322	0.072	0.500
cash out	-0.214	-0.126	-0.034
cash register	0.130	-0.066	0.344
cassette tape	-0.104	-0.118	-0.162
cast away	-0.820	0.360	-0.036
cast iron	0.214	-0.130	0.034
cast off	-0.600	-0.016	-0.366
cast on	-0.166	0.190	0.032
cast out	-0.580	0.014	-0.580
caste system	-0.380	0.148	0.000
castor oil	-0.162	0.000	-0.096
cat food	0.250	-0.354	-0.072
cat litter	-0.296	-0.160	-0.234
catalytic converter	-0.066	-0.024	0.214
catch fire	-0.258	0.450	-0.242
catch it	0.000	0.048	-0.036
catch on	0.234	0.074	-0.072
catch phrase	0.072	0.132	0.162
catch up	0.194	0.102	0.074
cater to	0.128	-0.278	-0.186
catholic church	0.642	-0.016	0.312
catholic school	0.066	-0.134	0.296
caught dead	-0.656	0.136	-0.300
caught up	-0.206	-0.050	-0.178
cautionary tale	-0.388	0.164	0.000
cautiously optimistic	0.200	0.050	0.178
cave in	-0.428	0.000	-0.206
cayenne pepper	0.076	0.220	0.276
cease fire	-0.206	-0.174	0.000
ceiling fan	0.032	0.072	0.046
cell phone	0.178	-0.112	0.172
center back	0.000	-0.188	0.068
center field	0.032	-0.182	0.286
center ice	0.034	-0.110	-0.192
center in	0.034	-0.160	0.000
center on	0.032	-0.214	-0.036
center stage	0.290	0.222	0.200
central bank	0.124	-0.064	0.434
central government	0.242	0.318	0.552
central time	0.322	0.000	0.066
cereal box	0.200	-0.270	0.000
cerebral palsy	-0.448	-0.032	-0.104
certain of	0.448	-0.322	0.142
certainly not	-0.200	-0.212	-0.286
cha cha	0.428	0.092	-0.352
chain reaction	-0.156	0.378	0.258
chamomile tea	0.428	-0.254	0.000
chance on	-0.036	-0.032	0.062
chances are	0.250	-0.124	-0.124
change about	-0.300	0.000	-0.134
change back	-0.388	0.204	-0.206
change course	0.062	0.126	0.074
change into	-0.112	0.106	-0.200
change management	0.358	0.246	0.512
change over	-0.104	0.158	-0.234
change up	0.200	-0.032	0.240
character actor	0.534	0.174	0.334
character assassination	-0.290	0.546	-0.032
charge for	-0.158	0.000	0.000
charge it	0.000	0.032	0.382
charge nurse	-0.064	-0.014	0.276
charge up	0.148	0.484	0.250
charge with	-0.032	0.060	0.266
charm bracelet	0.376	-0.122	0.214
charter school	0.166	0.094	0.536
chase after	-0.130	0.230	-0.358
chase down	-0.344	-0.076	0.068
chat room	0.124	0.110	0.112
cheap shot	-0.388	0.030	-0.322
cheat on	-0.566	-0.014	-0.186
cheat sheet	-0.162	0.064	-0.226
check back	-0.226	-0.246	-0.138
check by	-0.200	0.096	-0.034
check for	-0.268	-0.114	-0.032
check in	0.192	-0.124	0.064
check into	-0.250	-0.114	0.062
check mark	0.134	-0.032	0.000
check off	-0.096	-0.082	0.138
check on	0.120	-0.080	0.036
check out	-0.448	-0.030	-0.064
check that	0.206	0.050	-0.138
check up	0.100	0.114	-0.064
checkered flag	-0.034	-0.032	0.260
checking account	0.214	0.164	0.366
checkout line	-0.036	-0.062	-0.096
cheddar cheese	0.034	-0.080	-0.034
cheer on	0.500	0.222	0.426
cheer up	0.666	0.250	0.194
cheese dip	0.066	-0.228	-0.148
