term	valence
cookie jar	0.344
home equity	0.344
money supply	0.344
fair chance	0.344
poetic justice	0.344
honor system	0.344
clean house	0.344
wide world	0.344
sure thing	0.344
water ice	0.344
final decision	0.344
big picture	0.344
win out	0.344
print shop	0.344
pay rise	0.344
wind power	0.344
venture capital	0.344
fair use	0.344
computer system	0.344
jump in	0.344
board certified	0.344
propose to	0.344
at liberty	0.344
fresh legs	0.344
profit margin	0.344
get real	0.344
pump up	0.344
outdoor game	0.344
credit union	0.344
historical record	0.344
giant leap	0.344
visit with	0.344
home office	0.344
soul food	0.344
guest speaker	0.344
informed consent	0.344
computer screen	0.344
god knows	0.344
by myself	0.344
full extent	0.344
new money	0.344
think up	0.344
on message	0.344
business class	0.344
at best	0.344
by herself	0.344
space program	0.344
king sized	0.344
driving license	0.344
big sister	0.344
web developer	0.344
local business	0.344
net income	0.344
girl group	0.344
high ground	0.344
full year	0.342
all right	0.340
hockey game	0.340
in agreement	0.334
scientific method	0.334
like minded	0.334
glazed donut	0.334
day off	0.334
five hundred	0.334
cash in	0.334
but good	0.334
sky diving	0.334
like lightning	0.334
toy store	0.334
pretty penny	0.334
go with	0.334
for fun	0.334
moderate anticipation	0.334
customer services	0.334
move on	0.334
cream soda	0.334
smarten up	0.334
fit together	0.334
new face	0.334
quiet place	0.334
paid up	0.334
pension plan	0.334
air time	0.334
house music	0.334
get ahead	0.334
baseball team	0.334
pilot project	0.334
gospel music	0.334
at will	0.334
treat with	0.334
fast track	0.334
listen to	0.334
man alive	0.334
join with	0.334
mind reader	0.334
light green	0.334
make mine	0.334
track star	0.334
be here	0.334
beach house	0.334
house cat	0.334
straight men	0.334
think of	0.334
fine tuning	0.334
bright light	0.334
couple on	0.334
property rights	0.334
social welfare	0.334
marine life	0.334
free will	0.334
home plate	0.334
go towards	0.334
book fair	0.334
theme song	0.334
primary school	0.334
sixth sense	0.334
above all	0.334
silver medal	0.334
subscribe to	0.334
bon appetit	0.334
ring true	0.334
salad bar	0.334
opening up	0.334
gym clothes	0.334
young children	0.334
football coach	0.334
our lord	0.334
make peace	0.334
art teacher	0.334
prince charming	0.334
father figure	0.334
work force	0.334
finish line	0.334
run rate	0.326
breathing in	0.326
paddle boat	0.326
sparkling water	0.322
walk free	0.322
clothing store	0.322
face wash	0.322
control panel	0.322
follow through	0.322
power company	0.322
dinner table	0.322
direct result	0.322
water tower	0.322
play around	0.322
figure skating	0.322
platinum blonde	0.322
lotto ticket	0.322
starting point	0.322
lots of	0.322
playing cards	0.322
live through	0.322
national security	0.322
take heart	0.322
group meeting	0.322
in truth	0.322
family name	0.322
thousand times	0.322
well spent	0.322
within reach	0.322
straight days	0.322
salad dressing	0.322
eye doctor	0.322
go on	0.322
tall buildings	0.322
property management	0.322
grilled cheese	0.322
fair deal	0.322
grow to	0.322
do research	0.322
educational system	0.322
little league	0.322
steam ahead	0.322
visit on	0.322
give power	0.322
daily double	0.322
in demand	0.322
vending machine	0.322
turn signal	0.322
law school	0.322
coffee mug	0.322
whole new	0.322
look at	0.322
lime juice	0.322
conference room	0.322
mountain biking	0.322
native land	0.322
point guard	0.322
graham cracker	0.322
play for	0.322
music genre	0.322
like so	0.322
lead singer	0.322
google maps	0.322
due respect	0.322
elevator music	0.322
afternoon tea	0.322
get ready	0.322
cash money	0.322
hair dresser	0.322
long lasting	0.322
central time	0.322
foreign language	0.322
classic example	0.322
money maker	0.322
exercise bike	0.322
conform to	0.322
michelin star	0.322
touch screen	0.322
family medicine	0.322
in style	0.322
whipped cream	0.322
plan ahead	0.322
send up	0.322
young money	0.322
right field	0.322
open enrollment	0.322
moving forward	0.322
shop around	0.322
go easy	0.322
baby sitting	0.322
ring tone	0.320
what's new	0.320
first time	0.320
color scheme	0.320
move it	0.316
hiking boot	0.314
black hair	0.314
eye shadow	0.314
baby teeth	0.312
health official	0.312
midnight snack	0.312
go toward	0.312
free agency	0.312
block party	0.312
looking glass	0.312
sound check	0.312
opera house	0.312
religious right	0.312
rocket science	0.312
join forces	0.312
trade school	0.312
early childhood	0.312
of necessity	0.312
you wish	0.312
musical chairs	0.310
white knight	0.310
fish bowl	0.310
contact sport	0.310
apartment building	0.310
football team	0.310
something like	0.310
find yourself	0.310
whole lot	0.310
done up	0.310
look into	0.310
maintenance man	0.310
student council	0.310
chicken strips	0.310
gender identity	0.310
educated guess	0.310
hair care	0.310
pass to	0.310
make profit	0.310
golf cart	0.310
neutral zone	0.310
honour system	0.310
sounds like	0.310
movie theater	0.310
beach volleyball	0.310
sheet music	0.310
fully grown	0.310
power plant	0.310
small world	0.310
meteor shower	0.310
graduate student	0.310
stand up	0.310
walk in	0.310
come clean	0.310
bird feeder	0.310
residential area	0.310
tune in	0.310
pick up	0.310
hair stylist	0.310
sporting event	0.310
vantage point	0.310
family room	0.310
extreme sport	0.310
cabinet minister	0.310
get permission	0.310
cookie dough	0.310
year resolution	0.310
new school	0.310
settle into	0.310
jelly bean	0.310
live action	0.310
public property	0.310
coffee maker	0.310
space travel	0.310
civil rights	0.310
art book	0.310
get you	0.310
water polo	0.309
running shoes	0.309
sex life	0.308
large scale	0.308
double time	0.308
beer garden	0.308
social gathering	0.308
federal holiday	0.308
summer camp	0.308
hotel room	0.306
city hall	0.304
creative thinking	0.304
alive with	0.304
relate to	0.302
football player	0.302
measure up	0.300
home owner	0.300
family size	0.300
in season	0.300
dictionary definition	0.300
sweet potato	0.300
front seat	0.300
at school	0.300
after party	0.300
high street	0.300
making fun	0.300
keep pace	0.300
nail it	0.300
honey bun	0.300
rich countries	0.300
meet up	0.300
honor roll	0.300
have around	0.300
money talks	0.300
pro bono	0.300
make contact	0.300
study abroad	0.300
cozy up	0.300
balanced budget	0.300
turned on	0.300
grad student	0.300
travel by	0.300
party to	0.300
martial artist	0.300
high places	0.300
value system	0.300
may well	0.300
yoga pants	0.300
strong point	0.300
speed up	0.300
butter tart	0.300
ice cube	0.300
honourable mention	0.300
pop music	0.300
in detail	0.300
english language	0.300
studio album	0.300
public school	0.300
dressing room	0.300
face value	0.300
add up	0.300
quick check	0.300
game store	0.300
deserving of	0.300
bowling green	0.300
field work	0.300
look like	0.300
move forward	0.300
free hand	0.300
interior design	0.300
make believe	0.300
quality assurance	0.300
high road	0.300
karaoke bar	0.300
dining table	0.300
fair shake	0.300
breathing room	0.300
tall glass	0.300
look for	0.300
kids meal	0.300
powder blue	0.300
pay attention	0.300
locally owned	0.300
vice president	0.300
pecan pie	0.300
truck driver	0.298
short story	0.297
art class	0.296
try on	0.296
metropolitan area	0.296
pull together	0.296
favor with	0.296
keep around	0.296
read out	0.296
top gear	0.296
meditate on	0.296
leap year	0.296
with me	0.296
tee hee	0.296
dinner party	0.296
belong with	0.296
bus driver	0.296
lead with	0.296
tuck in	0.296
well paid	0.294
in charge	0.294
family doctor	0.292
bases loaded	0.292
commercial break	0.292
joking aside	0.292
look on	0.292
taken with	0.290
stanley cup	0.290
only children	0.290
keep running	0.290
gear up	0.290
squeaky clean	0.290
comic book	0.290
with child	0.290
big data	0.290
think straight	0.290
day trip	0.290
candy bar	0.290
attend to	0.290
basketball court	0.290
strong man	0.290
make clear	0.290
center stage	0.290
whole world	0.290
market place	0.290
switch on	0.290
free ride	0.290
string together	0.290
meet with	0.290
chess game	0.290
prepare for	0.290
fair play	0.290
first thing	0.290
design work	0.290
american football	0.290
keep on	0.290
fried egg	0.290
nation state	0.290
science teacher	0.290
birth rate	0.290
take advantage	0.290
sure sign	0.290
luck in	0.290
law degree	0.290
news story	0.290
boiled egg	0.290
water right	0.290
humanly possible	0.290
fair question	0.290
live for	0.290
hold hands	0.290
big rig	0.290
corn field	0.290
skill set	0.290
work at	0.290
weather man	0.290
straight hair	0.290
academy award	0.288
property owner	0.286
dressed up	0.286
spring break	0.286
show business	0.286
cheese pizza	0.286
decide on	0.286
yacht club	0.286
bright yellow	0.286
better believe	0.286
decision maker	0.286
link up	0.286
first responder	0.286
milk it	0.286
stand by	0.286
easter eggs	0.286
present with	0.286
give permission	0.286
life story	0.286
travel agent	0.286
sandwich shop	0.286
moving on	0.286
made up	0.286
full grown	0.286
spring rolls	0.286
condensed milk	0.286
wine glasses	0.286
coffee cup	0.286
full throttle	0.286
medical science	0.286
front row	0.286
real impact	0.286
air show	0.286
service dog	0.286
opening sequence	0.286
public relations	0.286
moving in	0.286
free spirit	0.286
american revolution	0.286
new moon	0.286
get above	0.286
quite right	0.286
wise to	0.286
shopping center	0.286
full swing	0.282
international flight	0.282
cool place	0.282
banana bread	0.282
parking spot	0.282
free press	0.282
speak out	0.282
open letter	0.282
market price	0.282
queen bee	0.282
home team	0.282
night time	0.282
whole milk	0.282
tennis match	0.282
human body	0.282
magic trick	0.282
significant other	0.280
embark on	0.280
higher learning	0.280
dark chocolate	0.280
rocket fuel	0.280
next best	0.280
for sale	0.280
fabric softener	0.280
fine dining	0.278
the quality	0.276
grand slam	0.276
military personnel	0.276
dressing up	0.276
selling point	0.276
board meeting	0.276
holy trinity	0.276
full face	0.276
hold dear	0.276
snow day	0.276
financial assistance	0.276
air conditioning	0.276
personal life	0.276
fast forward	0.276
kitchen table	0.276
human condition	0.276
get help	0.276
light up	0.276
social contract	0.276
take home	0.276
pilot program	0.276
country music	0.276
photo booth	0.276
electrical engineer	0.276
religious belief	0.276
feast on	0.276
gingerbread house	0.276
how high	0.276
reflected in	0.276
news release	0.276
straight home	0.276
fried rice	0.276
anytime soon	0.276
full day	0.276
research project	0.276
chin up	0.276
labor day	0.276
wish list	0.276
ancient egypt	0.276
go green	0.276
answer for	0.276
bank account	0.276
roll on	0.276
cheese fries	0.276
cranberry juice	0.276
constitutional law	0.276
work together	0.276
school age	0.276
capital city	0.276
happen in	0.276
physical body	0.276
white wine	0.276
smart phone	0.276
public servant	0.276
climb up	0.276
healthy dose	0.276
social life	0.276
had better	0.276
first degree	0.276
spice up	0.276
taco truck	0.276
contact information	0.276
push forward	0.276
polar bear	0.276
aim for	0.276
hurry up	0.274
write in	0.272
well spoken	0.272
taking control	0.270
restorative justice	0.270
wide variety	0.270
basketball season	0.270
involved in	0.270
living space	0.270
the goat	0.270
all about	0.270
like flies	0.270
baby sitter	0.270
baseball field	0.270
over here	0.268
eastern time	0.268
accounts receivable	0.268
ride on	0.266
home video	0.266
capable of	0.266
go places	0.266
easter egg	0.266
key role	0.266
open ended	0.266
go straight	0.266
natural selection	0.266
standard procedure	0.266
public figure	0.266
well taken	0.266
box office	0.266
animal rights	0.266
service industry	0.266
cool cat	0.266
hoop earrings	0.266
pajama pants	0.266
in mind	0.266
sleep tight	0.266
this way	0.266
current events	0.266
written word	0.266
well off	0.266
quality control	0.266
brown sugar	0.266
new edition	0.266
collaborate with	0.266
affirmative action	0.266
write about	0.266
take in	0.266
water can	0.266
match play	0.266
big money	0.266
bath water	0.266
national league	0.266
come alive	0.266
eastern conference	0.266
technical support	0.266
and everything	0.266
your honor	0.266
background music	0.266
make for	0.266
drawing board	0.266
bringing up	0.266
nail polish	0.266
representative democracy	0.266
a couple	0.266
rake in	0.266
big part	0.266
rest day	0.266
one another	0.266
raise funds	0.266
get yours	0.266
modern era	0.266
have time	0.266
golden calf	0.266
much obliged	0.266
candy crush	0.266
conceive of	0.266
all around	0.266
health card	0.266
carrier pigeon	0.266
order in	0.266
stand in	0.266
first run	0.266
deep sleep	0.266
market research	0.266
snow fall	0.266
waffle maker	0.266
start date	0.266
annual report	0.266
office staff	0.266
spare parts	0.266
pet food	0.264
true self	0.264
vote in	0.262
recording studio	0.260
subway station	0.260
first nation	0.260
thought provoking	0.260
apple cider	0.260
north star	0.260
video conference	0.260
executive order	0.260
mint condition	0.260
read on	0.260
happen on	0.260
child's play	0.260
steak house	0.260
training camp	0.260
ice machine	0.260
atta girl	0.260
move around	0.260
apply for	0.260
open water	0.260
tippy toes	0.260
scented candle	0.260
aim at	0.260
noodle soup	0.260
big league	0.260
radio broadcast	0.260
fond of	0.260
rocket ship	0.260
first quarter	0.260
fan base	0.260
political science	0.260
light on	0.260
one day	0.260
see things	0.260
about time	0.258
country club	0.258
electric guitar	0.258
addams family	0.258
take control	0.258
in perpetuity	0.258
target practice	0.258
sugar bowl	0.258
democratic party	0.258
all eyes	0.258
first reading	0.258
justice department	0.258
bench press	0.258
get along	0.258
brief moment	0.258
live with	0.258
starting line	0.258
master bedroom	0.258
bump up	0.258
funnel cake	0.258
seem like	0.258
new generation	0.258
every thing	0.258
open market	0.258
jump at	0.258
have room	0.258
pearly gates	0.258
open space	0.258
food group	0.258
inner self	0.258
grow into	0.258
community center	0.258
station wagon	0.258
role playing	0.258
time traveling	0.258
tennis court	0.258
graphic designer	0.258
pizza dough	0.258
load up	0.258
big city	0.258
customer relations	0.258
hat trick	0.258
chicken salad	0.258
driver's license	0.258
switched on	0.258
take to	0.258
biological father	0.258
kick start	0.258
basketball player	0.258
cuddle up	0.258
warm milk	0.258
proper name	0.258
high school	0.258
tech support	0.258
programming language	0.258
