term	dominance
harsh on	0.270
aimed at	0.268
sitting pretty	0.268
higher up	0.266
sell on	0.266
ground rule	0.266
nice man	0.266
world map	0.266
high pressure	0.266
start on	0.266
in depth	0.266
starting point	0.266
fast car	0.266
keep going	0.266
waking up	0.266
good fun	0.266
in stock	0.266
get service	0.266
lead up	0.266
speak up	0.266
time spent	0.266
trouble maker	0.266
storage space	0.266
venture capital	0.266
make clear	0.266
social credit	0.266
pay dividends	0.266
grocery list	0.266
right on	0.266
track star	0.266
new information	0.266
general admission	0.266
church service	0.266
kind hearted	0.266
love affair	0.266
audio book	0.266
judge of	0.266
pecking order	0.266
problem solving	0.266
first ever	0.266
be together	0.266
defense team	0.266
charge with	0.266
look up	0.266
hand in	0.266
big one	0.266
legal aid	0.266
school spirit	0.266
feel myself	0.266
expansion pack	0.266
football league	0.266
weight room	0.266
medical treatment	0.266
in unison	0.266
join up	0.266
fashion industry	0.266
big word	0.266
fixed income	0.266
modus operandi	0.266
atlantic provinces	0.266
share price	0.266
family home	0.266
full on	0.266
life sentence	0.266
court order	0.266
business hours	0.266
keep in	0.266
sweet spot	0.266
in focus	0.266
classical music	0.262
roller skating	0.262
on business	0.260
push on	0.260
dream world	0.260
straight away	0.260
public figure	0.260
well taken	0.260
graduating class	0.260
sports fan	0.260
batting average	0.260
big picture	0.260
make happy	0.260
marry me	0.260
comfort food	0.260
professional development	0.260
geneva convention	0.260
happy with	0.260
seeing red	0.260
right angle	0.260
law degree	0.260
vacation home	0.260
checkered flag	0.260
well intentioned	0.260
security blanket	0.260
whole milk	0.260
moving up	0.260
straight answer	0.260
navy seal	0.258
secondary education	0.258
our lady	0.258
world market	0.258
run by	0.258
front seat	0.258
creative writing	0.258
water tower	0.258
organic food	0.258
critical care	0.258
go straight	0.258
job description	0.258
gun control	0.258
mental energy	0.258
talk about	0.258
insider trading	0.258
well enough	0.258
training ground	0.258
credit system	0.258
climate change	0.258
lecture on	0.258
state park	0.258
air travel	0.258
body language	0.258
public places	0.258
step in	0.258
honour system	0.258
machine gun	0.258
meteor shower	0.258
chain reaction	0.258
make progress	0.258
god willing	0.258
happy medium	0.258
male character	0.258
base hit	0.258
progress to	0.258
at best	0.258
upwards of	0.258
beyond measure	0.258
command line	0.258
prime example	0.258
stock market	0.258
fast lane	0.258
well built	0.258
match day	0.258
popular culture	0.258
people skills	0.258
stand still	0.256
long vacation	0.256
will power	0.256
fishing boat	0.254
heisman trophy	0.254
play cards	0.254
job application	0.250
sporting goods	0.250
smoke detector	0.250
friendly fire	0.250
nutritional value	0.250
puzzle game	0.250
role play	0.250
happy camper	0.250
common ground	0.250
poetic justice	0.250
high rise	0.250
square dancing	0.250
fly on	0.250
excel at	0.250
easter sunday	0.250
upper deck	0.250
happy easter	0.250
fact is	0.250
charge up	0.250
subject matter	0.250
public good	0.250
organic growth	0.250
double digits	0.250
helping hand	0.250
wish on	0.250
pilot program	0.250
quotation marks	0.250
know better	0.250
state law	0.250
andy warhol	0.250
take cover	0.250
graphic designer	0.250
living thing	0.250
ring back	0.250
magic bullet	0.250
stir crazy	0.250
front row	0.250
right thing	0.250
well behaved	0.250
advent calendar	0.250
job creation	0.250
video footage	0.250
good grief	0.250
aim at	0.250
bundle up	0.250
grand prix	0.250
state government	0.250
finance minister	0.250
by nature	0.250
nice girl	0.250
determining factor	0.250
swing at	0.250
play up	0.250
musical instruments	0.250
testify to	0.250
contact information	0.250
christmas gift	0.250
take risks	0.250
emergency services	0.250
prince charming	0.250
hit up	0.246
private sector	0.244
talking head	0.244
long run	0.244
god forsaken	0.244
open doors	0.244
coffee machine	0.244
fine art	0.244
scientific method	0.242
gas station	0.242
great uncle	0.242
market forces	0.242
go wild	0.242
data protection	0.242
high water	0.242
upper echelon	0.242
rapid growth	0.242
have influence	0.242
basketball coach	0.242
live one	0.242
nuclear bomb	0.242
young person	0.242
big head	0.242
side street	0.242
bus route	0.242
carbon footprint	0.242
for good	0.242
ten million	0.242
social event	0.242
best buy	0.242
circadian rhythm	0.242
tech savvy	0.242
electoral college	0.242
due diligence	0.242
body weight	0.242
make friends	0.242
big board	0.242
social insurance	0.242
quick trip	0.242
bloody well	0.242
eye doctor	0.242
performing arts	0.242
police state	0.242
open market	0.242
in business	0.242
word play	0.242
fight with	0.242
life jacket	0.242
reference point	0.242
new ways	0.242
mass destruction	0.242
hundred thousand	0.242
full force	0.242
work for	0.242
ring finger	0.242
fully grown	0.242
build around	0.242
religious person	0.242
mountain biking	0.242
save for	0.242
bank statement	0.242
perfect game	0.242
native land	0.242
hack into	0.242
primary source	0.242
travel abroad	0.242
war zone	0.242
auto insurance	0.242
free will	0.242
go green	0.242
confederate flag	0.242
real deal	0.242
goal line	0.242
street fighter	0.242
user friendly	0.242
large cap	0.242
time machine	0.242
spring training	0.242
true colors	0.242
new look	0.242
whole life	0.242
quick response	0.242
total eclipse	0.242
makeup artist	0.242
general strike	0.242
furniture store	0.242
come together	0.242
first run	0.242
health check	0.242
wide receiver	0.242
natural history	0.242
business plan	0.242
making waves	0.242
working man	0.240
aim to	0.240
founding father	0.240
new ideas	0.240
any time	0.240
whole new	0.240
poster boy	0.240
change up	0.240
great aunt	0.239
full range	0.238
tough thing	0.238
university student	0.236
prime time	0.236
dollar store	0.236
law firm	0.234
call in	0.234
daylight savings	0.234
thunder storm	0.234
look ahead	0.234
forward pass	0.234
cheese pizza	0.234
filthy rich	0.234
user base	0.234
magic number	0.234
stand on	0.234
past experience	0.234
pull together	0.234
first born	0.234
stand against	0.234
performance art	0.234
green thumb	0.234
glory days	0.234
service industry	0.234
alternate universe	0.234
adult life	0.234
medical aid	0.234
student council	0.234
morning person	0.234
nice job	0.234
new deal	0.234
up front	0.234
good bet	0.234
clinical practice	0.234
all together	0.234
make history	0.234
white collar	0.234
solar eclipse	0.234
baseball player	0.234
god damn	0.234
bond market	0.234
order up	0.234
party line	0.234
play for	0.234
self absorbed	0.234
civil society	0.234
must read	0.234
free trade	0.234
present moment	0.234
michelin star	0.234
water right	0.234
grand rapids	0.234
family medicine	0.234
public domain	0.234
winning over	0.234
programming language	0.234
take on	0.234
control group	0.234
well documented	0.234
start in	0.234
love song	0.234
class warfare	0.234
green onions	0.234
field goal	0.234
early adopter	0.234
price list	0.234
first person	0.234
social network	0.234
first world	0.232
right field	0.232
body bag	0.230
liberal party	0.230
free enterprise	0.230
voice mail	0.230
snow globe	0.230
game plan	0.230
huge difference	0.230
in addition	0.228
a stretch	0.228
green snake	0.228
great opportunity	0.228
management company	0.228
walk free	0.226
spinal cord	0.226
shopping centre	0.226
pearl necklace	0.226
conspiracy theorist	0.226
flare up	0.226
speeding ticket	0.226
medical procedure	0.226
true north	0.226
big time	0.226
tap dance	0.226
christmas present	0.226
big tent	0.226
oil industry	0.226
widely known	0.226
yours truly	0.226
shed light	0.226
remembrance day	0.226
visible minority	0.226
bull run	0.226
think big	0.226
ip address	0.226
public affairs	0.226
record label	0.226
by design	0.226
even money	0.226
track record	0.226
lock on	0.226
heads up	0.226
bona fide	0.226
public school	0.226
office hours	0.226
veterans day	0.226
long lasting	0.226
phone service	0.226
circuit breaker	0.226
in cash	0.226
flag football	0.226
providing that	0.226
bounce around	0.226
interior design	0.226
radio broadcast	0.226
stack up	0.226
king sized	0.226
executive privilege	0.226
versed in	0.226
engagement ring	0.226
crystal clear	0.226
light on	0.226
cottage cheese	0.226
franchise player	0.226
consistent with	0.226
birthday present	0.226
nuclear family	0.226
monster truck	0.226
basic training	0.226
rock on	0.226
match up	0.226
photo booth	0.224
credit card	0.223
come of	0.222
water park	0.222
peripheral vision	0.222
loved one	0.222
warm up	0.222
starter pack	0.222
tribute band	0.222
free up	0.222
big boys	0.222
magic carpet	0.222
southern hemisphere	0.222
study abroad	0.222
high on	0.222
more precisely	0.222
milky way	0.222
modern times	0.222
get some	0.222
open door	0.222
physical appearance	0.222
tack on	0.222
polling place	0.222
massage therapist	0.222
air horn	0.222
burger king	0.222
mass media	0.222
investment banking	0.222
arms race	0.222
wedge issue	0.222
finish up	0.222
birthday card	0.222
help yourself	0.222
stay on	0.222
sure sign	0.222
double down	0.222
secondary market	0.222
special effects	0.222
big sister	0.222
taking over	0.222
security forces	0.222
free gift	0.222
pick on	0.222
studio apartment	0.222
eye shadow	0.222
banking system	0.220
coffee shop	0.218
buy into	0.218
life force	0.218
flash mob	0.218
go with	0.218
make sense	0.218
get going	0.218
nurse practitioner	0.218
small business	0.218
good day	0.218
answering machine	0.218
boa constrictor	0.218
call ahead	0.218
search engine	0.218
double for	0.218
concerned with	0.218
cool stuff	0.218
work wonders	0.218
stick on	0.218
take flight	0.218
provide care	0.218
power point	0.218
line drive	0.218
wild west	0.218
victory lap	0.218
passenger seat	0.216
control freak	0.214
baseball season	0.214
electric company	0.214
charm bracelet	0.214
all over	0.214
fun facts	0.214
american eagle	0.214
executive director	0.214
heavy duty	0.214
nice guy	0.214
day game	0.214
golden girl	0.214
martial arts	0.214
performance review	0.214
lead time	0.214
top gear	0.214
set up	0.214
pay cheque	0.214
data mining	0.214
fire pit	0.214
tantamount to	0.214
big apple	0.214
private citizen	0.214
solicitor general	0.214
open space	0.214
data set	0.214
straight lines	0.214
live television	0.214
graphic novel	0.214
rock music	0.214
bear arms	0.214
value added	0.214
contract in	0.214
musical instrument	0.214
fist pump	0.214
anecdotal evidence	0.214
cash cow	0.214
catalytic converter	0.214
coral snake	0.214
true nature	0.214
reach for	0.214
softball game	0.214
straight games	0.214
conform to	0.214
kitchen counter	0.214
financial situation	0.214
keep safe	0.214
lightning bolt	0.214
amount to	0.214
political hack	0.214
start with	0.214
on demand	0.214
work day	0.214
all round	0.214
memorial service	0.214
moral victory	0.214
soon enough	0.214
up there	0.214
happen by	0.214
press on	0.214
love child	0.214
video conference	0.212
head office	0.212
shopping list	0.212
at sea	0.212
party to	0.210
inflation rate	0.210
in case	0.210
hot stuff	0.210
family law	0.210
coney island	0.208
deeply rooted	0.206
country club	0.206
estate market	0.206
clothing store	0.206
end result	0.206
fashion statement	0.206
ten commandments	0.206
fire fighter	0.206
pay raise	0.206
full page	0.206
clint eastwood	0.206
holiday season	0.206
trust to	0.206
press secretary	0.206
man cave	0.206
online banking	0.206
herd immunity	0.206
ring in	0.206
thought provoking	0.206
crime syndicate	0.206
med school	0.206
big screen	0.206
in concert	0.206
instruction manual	0.206
super duper	0.206
tax system	0.206
distance learning	0.206
straight face	0.206
silver spoon	0.206
customer service	0.206
aloe vera	0.206
fast forward	0.206
shoulder in	0.206
assisted living	0.206
big ben	0.206
assembly line	0.206
convention center	0.206
state college	0.206
service provider	0.206
black magic	0.206
happen on	0.206
double play	0.206
manual transmission	0.206
meet with	0.206
service call	0.206
race car	0.206
mean spirited	0.206
raw material	0.206
state department	0.206
soccer field	0.206
family man	0.206
moral support	0.206
tax credit	0.206
cash back	0.206
rare occurrence	0.206
market value	0.206
football field	0.206
bus station	0.206
lead into	0.206
spoken word	0.206
tour guide	0.206
pacific ocean	0.206
breathing in	0.206
above all	0.206
trade away	0.206
free spirit	0.206
